-1.175217444278276735e-01,4.251689310873896233e-01,-5.102825388241346571e-01,-1.484312901543554386e-01,-1.724463954633872198e-01,4.871990217439091664e-01,4.227731490591624119e-01,-1.978143164184580360e-01,4.359992234002491723e-02
-4.628327971426048904e-01,4.435623242163076463e-01,4.646412627038041393e-02,-1.195266339244520915e-01,-3.630351954545051330e-01,-3.301036055312369950e-03,-5.562201374099343121e-02,-2.262593637706234728e-01,2.348011391013577476e-01
-2.977387207989524720e-01,-9.446123231800306053e-02,-1.101518168820806443e+00,-6.773839869837304795e-01,-2.435306455201631692e+00,-9.988618752419747837e-01,7.721455563189222587e-04,-9.330502233703181769e-01,3.285344980380048518e+00
-2.067367984942579673e-01,3.281109415227252413e-01,-3.591673373900582944e-01,-5.756616340877194204e-01,-1.683129953223588826e-01,4.288552309298416243e-01,-6.122020967298873184e-02,-1.968714764738281955e-02,-8.830294219567845493e-02
-1.545375371380204310e+00,1.240774716080503826e+00,-1.483762183050091554e+00,-1.309954826881813750e+00,-3.407081794772639505e-01,-9.708919064475938221e-01,-5.605491358471269558e-01,-2.605915717286978461e-01,1.897286099193049136e+00
-4.291054345127916919e-02,4.087800976104074002e-01,-6.211689824845213481e-01,-1.252824544291110342e+00,1.840238018077085813e-01,-8.521613017466981299e-01,-7.945550715956517518e-02,-1.670234097115862182e-01,2.556390558589645146e-01
2.176816052252731115e+00,-8.124788199810013545e-01,6.271732802843328347e-01,-2.506792033169242262e-01,-1.989392412511333363e+00,-5.537643668602915126e-01,-6.696546613948076709e-01,-6.960595352737978248e-01,1.445920720283215610e+00
-3.166420091199937392e-01,-1.178957585375872474e+00,2.586175960076274372e+00,2.040065351555847784e+00,-3.206765246146649595e+00,9.236061221126276588e-02,3.740795495805064319e-01,1.283876945446041473e+00,1.090157358757126493e+00
-8.845706605846219706e-01,1.053789381719128393e+00,-1.735147311680236504e+00,8.959119246552074700e-02,1.901829628377317283e-01,-5.072975930026912827e-01,-3.350933287406492045e-02,3.007847590314957978e-02,1.322521153528696480e+00
5.639901287149278186e-01,-7.203678755099444941e-02,-1.387700850177218559e+00,3.678143970318308309e-01,1.099463840767897826e+00,-9.978366491620991319e-01,5.374328530100204171e-01,5.302986140489933664e-01,8.176147380147917865e-01
-2.144635946454580278e-01,2.989316638367780707e-02,5.960037064850343125e-01,3.136509251917544150e-01,8.220769790875276373e-02,2.798272814406140840e-01,1.842815405463540668e-01,4.763530656445544298e-01,-7.118989023755354362e-01
-5.508030655935671760e-01,4.862320845810566561e-01,5.176328280934280324e-01,4.553034806560445902e-01,-6.034805713943411920e-01,3.360931087760483105e-01,2.198423208216755131e-01,4.018315064725793695e-01,-1.879738929194013086e-01
-1.377835523995503964e-01,-7.111354430414345007e-01,-1.579947698534447387e+00,1.295545437459331817e+00,5.592789710218849519e-01,-2.851192908345094867e-01,5.318964738660826308e-01,-1.246553484408853552e-01,-6.777327669712341907e-01
-3.274357610219894021e-01,2.444115724680846202e-01,-2.374500869656906155e-01,-4.193683627782932022e-01,-1.056593015773209798e-01,2.897053976050711910e-01,8.408167223444294736e-02,-3.696585368287715750e-02,1.788203248263638134e-01
-3.979769810553908105e-01,3.972355756691790529e-01,-4.940382968258226204e-01,3.727864082591378914e-01,-2.623760183344336361e-01,7.183994452043237500e-01,-4.125222396720425455e-01,1.140995377029016128e-01,-3.681520173298684084e-01
-7.600357518250427935e-01,8.631789342644498042e-01,-1.419166197593751066e+00,-1.002913934833577908e-01,-7.461187891148201023e-01,6.852124114402039501e-01,2.564310601213783958e-01,-4.013631222317773917e-01,-4.784567495280877547e-01
1.260594233500530015e+00,-8.069639330533308064e-01,-2.232467026497567952e-01,-6.406584246507067704e-01,-2.321530358015189588e+00,-4.069315091257419414e-01,2.815725695333232692e-01,-8.584034048117059057e-02,1.591509494026094318e+00
-1.003026689414913797e+00,1.202572079466122101e-01,4.588891868241695704e-02,7.803145845497511113e-01,-2.265553172220891032e-01,3.999640653200896012e-01,3.716308330925667813e-01,1.596596909201803971e-01,-6.496074551638939543e-01
8.895929053815884169e-01,-3.330456982670725541e+00,7.004708569176589794e-01,-6.643882830846488119e-01,-2.544147805473305546e+00,-1.132198315631500529e+00,-9.794120617059519640e-01,-4.397384272617665069e+00,-1.708668287287403442e-01
-8.062290311986874958e-01,8.474569704033113604e-01,-1.730216002127512365e+00,-6.083885554288243763e-02,3.321599123527518849e-01,-7.651461605627758455e-01,4.624492598740860272e-01,-1.970226353167735603e-02,1.343273884506616334e+00
-2.824259420048302882e-01,1.846775457724642577e-01,-7.491785890133764170e-01,1.720502958487315701e-02,-1.388444813099922182e-01,1.584736502377379341e-01,-4.558227406358820732e-01,1.169908235846598837e-01,-5.258924816388627077e-01
-1.965542757445464250e+00,-4.185608418533998676e-01,-1.186791583577843978e+00,1.488946574439997894e+00,1.217322119773605049e+00,-4.339911680991326848e-01,6.787861409298089344e-01,-8.885051766135027007e-01,2.255116533150855584e+00
3.164359346332022427e-01,-3.990964445771814972e+00,3.051632903387474727e+00,-3.462834856142170903e+00,1.654845685353775186e+00,-4.147129583356948812e-01,3.444055000495962471e-01,7.354119386774321532e-01,4.495484055641719157e-01
-4.113297573811878216e-01,5.166416924280400336e-01,-4.875369255866533469e-01,-2.004455439385998683e-01,-8.915184370646775380e-02,-2.184237180895607922e-01,-3.509114044369219393e-02,-2.390625894470746124e-02,-1.836414711878377459e-01
-8.762889823095181274e-01,1.096155177585040663e+00,3.491981320403954314e-02,-8.969040239280767768e-01,-2.365820297882683387e-01,-7.352206004733021771e-01,-7.186021610680042304e-01,-1.349083944644546396e+00,2.266218499159981525e-01
-5.073793986629680092e-02,-9.579523452885587917e-03,3.069236656909513639e-01,3.750669605212773039e-01,-1.306755689437848755e-01,8.974147208766022343e-01,1.869382301235731070e-01,3.032047022079772947e-01,-1.997048005721997477e-01
-9.212148375823721036e-01,2.324878778695313730e-01,1.108919821720590004e+00,1.509517012727413565e+00,-6.951587617326123736e-01,1.421928817391710398e+00,4.304828391564049506e-01,-1.163299547248021426e+00,-3.321829545004034712e-01
-9.152322382397076739e-01,-4.754032503159931755e-01,-4.385358274286976776e-02,1.309324217744971985e+00,7.611649220549122907e-02,-8.236793266951213388e-01,-1.436575128045876282e+00,6.916442478771137603e-01,-7.174998998373254278e-01
1.799102234558810909e-01,7.251352330256940482e-01,-8.740489390625019173e-01,-1.016698927789864815e+00,5.124194701244626504e-01,-1.584000512760797230e+00,7.657055796208472875e-01,3.878299680926000081e-01,9.756543635469397957e-01
1.223429470752062542e+00,-6.093110179615073285e-01,-1.275948736442820364e+00,2.012376318464371927e+00,8.490036874726257787e-01,5.390450610038287627e-01,1.497156064239095974e+00,1.036522909386076607e+00,-1.270188402896569535e+00
2.033555398081274390e+00,-1.206211637414316140e+00,1.602703606344096032e+00,-8.589942746950017805e-01,-1.948622323172688908e+00,-1.271308775269389235e+00,-3.708812991959191119e-01,-1.086006420733710343e+00,1.568796572085846552e+00
7.266535634920111460e-03,-3.952320522200315489e-01,9.303291734919610922e-01,1.314327765246090074e+00,1.513678181169029191e-01,7.365985923977964589e-01,1.332617985333230060e+00,6.422035272815270757e-01,-7.344384406235607843e-01
-4.408310672595787683e-01,2.466122674943574053e-02,6.551707760203349939e-02,-2.669020978263468846e-01,-4.055348978525658565e-01,-1.312492273014142841e+00,-2.208435258634537934e+00,6.505965485389688663e-01,3.354607481625538346e-01
-2.135610755123863377e-02,2.302988152152205814e-01,7.592783264404000532e-01,-9.112965614094595823e-01,2.195927791270676777e-01,6.452507469336821178e-01,-1.075393301689332226e+00,4.079389778083127305e-01,-2.795606409978914630e-01
-1.222384268221016618e-01,5.526674657847310268e-01,-4.957108201455780461e-01,-1.646085114709494035e-01,-2.930634038299878008e-01,8.802348554716880047e-01,-6.235727437002125395e-01,8.247929775847474831e-02,-3.391438601211472781e-01
-6.900910205114362261e-01,1.961855336466035160e-01,4.131364940317342471e-01,-5.645289273946555442e-01,-1.392241979892844816e-01,-5.578695344889850194e-01,7.119522201799820538e-01,1.761077574747651475e-01,6.421703552863368414e-02
-4.089707273604455406e-01,1.548382513250065040e-01,-5.222171210786690221e-01,9.904139860948756313e-01,4.349472127037725677e-01,-8.044738132399378294e-01,7.121649370492656450e-01,7.663406125589239393e-01,6.493334975958192645e-01
-5.952458826944747594e-01,6.937479159068942192e-01,-9.541062014446737294e-01,-2.104128934381738203e-02,-5.831682631920662718e-01,4.485325497602432043e-01,-5.988247435898612636e-01,-2.792087042758029658e-01,-2.357663867607273644e-01
-5.500704634496609291e-01,3.258168549414436344e-01,2.837873940103162740e-01,9.858570051825178704e-02,-2.978245911613054964e-01,5.571953462237762278e-02,-3.914085996303436343e-01,2.649206881997894225e-01,-6.965607568528379978e-02
-2.458074835688103255e-01,7.202401827553966962e-01,-1.432236515513296116e+00,4.981133996424396693e-01,6.173560449464624567e-01,-1.225809054744546822e+00,7.815743805249437681e-01,1.941786950381940158e-01,1.337936309653438904e+00
-4.131536745807766198e-01,4.749192398248607283e-01,-7.259308903866636964e-01,-2.980553802724970613e-01,-2.603660090508642666e-01,4.056170274986600766e-01,1.169544226810247667e-01,-3.472088747806433839e-01,3.014602685658498427e-01
5.731342258347860152e-01,5.549560416777172822e-01,-3.487612666195717970e-01,-1.280153896503822386e+00,2.244599264560727947e-01,-4.015696680559193155e-01,1.603716697992318418e-01,7.895333821483570269e-02,8.627930770906138205e-03
1.599028683781935078e-01,3.102955116111803524e-01,-9.374687892582345139e-01,-1.078798496123408945e+00,9.485123493885930790e-01,-1.730690032503620746e+00,-1.852187697257171861e-01,4.210823387051900180e-01,1.733922376617358152e+00
-6.015012998265407695e-01,4.421284475558232008e-01,-9.003967277887574561e-01,-1.838685774972629305e-01,-8.376098017175261090e-02,3.909947591639393455e-02,-6.336895840278773395e-01,-7.591291439670733165e-02,-1.187143250618176438e-01
1.223985628290974903e+00,-3.708714332253232548e+00,2.452487978137772640e+00,-9.033531459515180551e-01,1.211879260574916684e+00,-7.697872925962018220e-01,-1.692236260070340836e-01,-3.669278934360330702e+00,-2.118913159246474276e+00
1.179090079572441968e-01,6.132277558291530095e-01,-3.393330973335265677e-01,-7.567077470185498145e-01,4.956724381609813740e-02,-2.888171332461028085e-01,7.748698807628226493e-02,5.794787280657266726e-02,1.087608587678110944e-01
-5.920905806497629709e-02,-7.113219420923251601e-02,2.205161634028123263e+00,2.982548753683160470e-02,-1.115757224318056212e-01,1.985188346062239095e-01,6.856285428072428356e-01,9.412839631307925448e-01,-1.051939151273008771e-01
2.931550571218663470e-02,1.058884437485489299e-01,3.517088317706698053e-01,-2.749843346373292974e-01,-1.927941216266800539e-01,-7.157185154660411497e-02,1.300898515040391501e-01,5.182435101546778444e-01,-7.184778479188083100e-01
-1.850743565950530856e-01,-9.234874996695534299e-02,-1.928903026391256825e-01,7.600539157900307874e-01,-1.884441228195298246e-01,7.739769706769329405e-01,3.793813582694957054e-01,1.204831887284102815e-01,-5.430938997909780241e-02
